,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,2.09,Aaron Rodgers,QB,GB,23.4,6.1,1.03,4.04,200,"
"
1,2,3.02,Tom Brady,QB,NE,29.6,5.8,1.06,4.07,193,"
"
2,3,3.14,Drew Brees,QB,NO,41.7,8.7,1.02,5.11,170,"
"
3,4,4.14,Matt Ryan,QB,ATL,56.4,7.8,3.02,7.05,110,"
"
4,5,5.08,Russell Wilson,QB,SEA,64.3,7.5,4.06,8.02,111,"
"
5,6,6.04,Derek Carr,QB,LV,74.2,7.9,5.05,8.09,128,"
"
6,7,6.07,Marcus Mariota,QB,TEN,76.8,6.9,5.04,8.11,149,"
"
7,8,6.12,Jameis Winston,QB,TB,82.4,8.0,4.12,9.10,137,"
"
8,9,7.02,Kirk Cousins,QB,WAS,86.3,8.7,4.04,10.03,161,"
"
9,10,7.06,Cam Newton,QB,CAR,89.9,9.2,5.03,10.04,169,"
"
10,11,8.02,Andrew Luck,QB,IND,100.3,9.8,3.12,10.12,166,"
"
11,12,8.03,Ben Roethlisberger,QB,PIT,101.0,11.0,5.10,11.05,168,"
"
12,13,8.11,Philip Rivers,QB,LAC,108.7,9.2,7.07,11.06,192,"
"
13,14,9.01,Dak Prescott,QB,DAL,112.8,9.8,6.12,11.11,156,"
"
14,15,9.04,Matthew Stafford,QB,DET,116.5,9.5,8.04,13.04,187,"
"
15,16,10.01,Andy Dalton,QB,CIN,126.5,7.7,9.12,12.12,128,"
"
16,17,10.06,Carson Wentz,QB,PHI,132.3,9.8,8.12,13.05,86,"
"
17,18,10.11,Eli Manning,QB,NYG,137.1,10.4,9.09,14.05,77,"
"
18,19,11.02,Carson Palmer,QB,ARI,142.3,10.6,10.06,15.05,118,"
"
19,20,12.02,Jay Cutler,QB,MIA,155.9,10.4,12.04,15.08,55,"
"
20,21,12.08,Tyrod Taylor,QB,BUF,162.4,12.8,12.02,15.12,52,"
"
