,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.08,Michael Thomas,WR,NO,7.9,1.9,1.01,2.04,610,"
"
1,2,2.02,Davante Adams,WR,GB,13.6,2.7,1.05,2.09,648,"
"
2,3,2.03,Tyreek Hill,WR,KC,14.8,2.8,1.06,2.10,663,"
"
3,4,2.06,Julio Jones,WR,ATL,18.2,2.8,1.06,3.04,754,"
"
4,5,2.08,DeAndre Hopkins,WR,ARI,20.0,3.4,1.08,3.05,772,"
"
5,6,2.12,Chris Godwin,WR,TB,23.8,3.3,1.07,3.09,584,"
"
6,7,3.02,Kenny Golladay,WR,DET,25.6,3.0,1.01,3.09,580,"
"
7,8,3.04,Mike Evans,WR,TB,27.6,3.3,2.01,3.12,648,"
"
8,9,3.07,Adam Thielen,WR,MIN,30.6,3.6,2.01,4.11,560,"
"
9,10,3.09,Amari Cooper,WR,DAL,33.4,3.7,2.07,4.09,578,"
"
10,11,3.11,Cooper Kupp,WR,LAR,35.0,4.7,2.09,4.11,477,"
"
11,12,4.01,Calvin Ridley,WR,ATL,37.4,4.6,2.10,5.04,523,"
"
12,13,4.02,A.J. Brown,WR,TEN,38.2,4.3,2.02,4.11,450,"
"
13,14,4.02,JuJu Smith-Schuster,WR,PIT,38.4,4.5,2.06,5.02,640,"
"
14,15,4.05,Allen Robinson,WR,CHI,41.0,4.9,2.10,5.10,673,"
"
15,16,4.06,D.K. Metcalf,WR,SEA,42.4,4.2,3.01,5.10,444,"
"
16,17,4.08,Odell Beckham Jr,WR,CLE,43.6,5.1,2.12,5.12,1039,"
"
17,18,4.12,Robert Woods,WR,LAR,48.0,4.6,3.05,5.11,688,"
"
18,19,5.01,D.J. Moore,WR,CAR,48.9,6.0,3.04,6.04,771,"
"
19,20,5.03,Tyler Lockett,WR,SEA,50.8,4.7,3.03,6.05,602,"
"
20,21,5.04,Stefon Diggs,WR,BUF,52.5,4.7,4.03,6.07,389,"
"
21,22,5.06,D.J. Chark,WR,JAX,54.1,4.6,3.12,6.10,704,"
"
22,23,5.07,T.Y. Hilton,WR,IND,54.9,4.9,3.07,6.09,480,"
"
23,24,5.09,Terry McLaurin,WR,WAS,57.4,6.0,3.01,6.12,652,"
"
24,25,5.11,Keenan Allen,WR,LAC,58.9,5.5,4.02,7.02,561,"
"
25,26,6.02,Marquise Brown,WR,BAL,62.0,5.5,4.04,7.06,599,"
"
26,27,6.06,Courtland Sutton,WR,DEN,66.4,7.0,1.05,8.02,845,"
"
27,28,6.06,A.J. Green,WR,CIN,66.4,5.8,4.06,7.12,580,"
"
28,29,6.12,DeVante Parker,WR,MIA,72.2,6.3,5.02,8.08,593,"
"
29,30,7.02,Brandin Cooks,WR,HOU,74.5,6.2,5.08,8.10,518,"
"
30,31,7.03,Michael Gallup,WR,DAL,75.5,6.2,5.01,8.12,808,"
"
31,32,7.05,Will Fuller,WR,HOU,77.3,6.4,4.07,9.03,909,"
"
32,33,7.07,Deebo Samuel,WR,SF,78.7,6.5,5.01,9.01,409,"
"
33,34,8.01,Jarvis Landry,WR,CLE,85.1,6.9,5.10,9.07,586,"
"
34,35,8.03,Tyler Boyd,WR,CIN,87.1,7.5,5.01,9.10,696,"
"
35,36,8.03,Julian Edelman,WR,NE,87.3,7.2,5.08,9.10,604,"
"
36,37,8.08,Marvin Jones,WR,DET,92.2,7.7,6.05,10.06,514,"
"
37,38,8.08,Mecole Hardman,WR,KC,92.4,7.7,5.06,10.02,398,"
"
38,39,8.11,CeeDee Lamb,WR,DAL,95.4,8.0,6.01,10.05,463,"
"
39,40,9.03,Emmanuel Sanders,WR,NO,98.7,7.6,6.12,10.08,535,"
"
40,41,9.04,Diontae Johnson,WR,PIT,100.4,7.9,6.04,10.07,486,"
"
41,42,9.09,Darius Slayton,WR,NYG,104.8,7.6,7.04,10.11,287,"
"
42,43,10.02,Christian Kirk,WR,ARI,109.8,7.6,6.12,11.06,372,"
"
43,44,10.02,Jerry Jeudy,WR,DEN,110.3,8.1,7.01,11.08,405,"
"
44,45,10.03,Henry Ruggs III,WR,LV,111.4,9.5,6.10,11.07,436,"
"
45,46,11.01,John Brown,WR,BUF,121.0,8.9,5.12,12.12,237,"
"
46,47,11.04,Mike Williams,WR,LAC,123.6,9.6,8.03,13.08,180,"
"
47,48,11.05,DeSean Jackson,WR,PHI,124.9,10.7,7.11,13.01,238,"
"
48,49,11.06,Sterling Shepard,WR,NYG,125.5,9.7,8.04,13.02,338,"
"
49,50,11.06,Justin Jefferson,WR,MIN,125.5,11.4,6.07,13.01,271,"
"
50,51,11.08,Sammy Watkins,WR,KC,128.3,10.2,8.04,13.05,213,"
"
51,52,12.05,Jalen Reagor,WR,PHI,136.6,12.7,7.09,15.06,368,"
"
52,53,12.05,Alshon Jeffery,WR,PHI,136.9,12.2,8.02,14.08,135,"
"
53,54,12.07,Anthony Miller,WR,CHI,139.3,11.6,8.11,15.02,266,"
"
54,55,12.11,Robby Anderson,WR,CAR,142.6,12.7,9.06,15.05,158,"
"
55,56,12.12,Jamison Crowder,WR,NYJ,144.3,14.9,8.06,15.08,317,"
"
56,57,13.01,N'Keal Harry,WR,NE,145.4,13.8,9.06,15.06,115,"
"
57,58,13.03,Preston Williams,WR,MIA,147.1,14.2,8.08,15.07,225,"
"
58,59,13.10,Bryan Edwards,WR,LV,153.6,27.0,7.10,15.11,19,"
"
59,60,14.01,Golden Tate,WR,NYG,157.1,11.7,10.12,15.11,181,"
"
60,61,14.03,Brandon Aiyuk,WR,SF,159.0,13.4,10.01,15.10,167,"
"
61,62,14.03,Allen Lazard,WR,GB,159.4,13.3,8.02,15.12,344,"
"
62,63,14.05,Parris Campbell,WR,IND,160.8,14.9,11.05,16.06,57,"
"
63,64,14.05,Michael Pittman Jr.,WR,IND,161.2,15.6,9.03,16.05,119,"
"
64,65,14.06,Laviska Shenault Jr.,WR,JAX,161.5,19.3,9.12,15.12,25,"
"
65,66,14.07,Curtis Samuel,WR,CAR,162.5,15.0,11.01,16.03,64,"
"
66,67,14.08,Breshad Perriman,WR,NYJ,164.4,11.6,12.02,15.12,66,"
"
67,68,14.12,Hunter Renfrow,WR,LV,167.9,13.0,11.10,15.12,23,"
"
68,69,14.12,Larry Fitzgerald,WR,ARI,168.1,13.2,8.01,16.08,176,"
"
69,70,15.04,Tyrell Williams,WR,LV,171.6,9.7,13.07,15.12,27,"
"
