,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,2.09,Patrick Mahomes,QB,KC,18.7,5.4,1.01,3.10,674,"
"
1,2,3.03,Lamar Jackson,QB,BAL,22.7,5.6,1.01,3.10,765,"
"
2,3,6.05,Dak Prescott,QB,DAL,54.7,7.6,3.01,7.02,444,"
"
3,4,7.02,Russell Wilson,QB,SEA,62.0,8.1,2.12,7.10,588,"
"
4,5,7.03,Kyler Murray,QB,ARI,62.6,8.1,3.09,8.02,408,"
"
5,6,7.09,Deshaun Watson,QB,HOU,69.3,6.4,3.01,8.08,595,"
"
6,7,8.10,Drew Brees,QB,NO,80.1,9.2,2.11,9.09,386,"
"
7,8,9.05,Matt Ryan,QB,ATL,84.8,8.7,4.03,10.03,433,"
"
8,9,9.08,Tom Brady,QB,TB,88.0,9.5,4.10,10.07,381,"
"
9,10,10.04,Aaron Rodgers,QB,GB,94.3,9.1,5.08,11.02,376,"
"
10,11,11.01,Josh Allen,QB,BUF,101.5,10.0,4.11,11.09,484,"
"
11,12,11.08,Carson Wentz,QB,PHI,107.9,9.4,6.06,11.07,438,"
"
12,13,12.01,Matthew Stafford,QB,DET,111.3,8.1,7.11,11.11,569,"
"
13,14,13.01,Cam Newton,QB,NE,120.7,8.9,7.08,12.11,530,"
"
14,15,13.05,Daniel Jones,QB,NYG,125.4,9.3,8.06,12.12,331,"
"
15,16,13.10,Ben Roethlisberger,QB,PIT,129.5,10.6,5.06,13.04,364,"
"
16,17,14.06,Joe Burrow,QB,CIN,135.7,9.2,7.03,14.12,295,"
"
17,18,15.05,Baker Mayfield,QB,CLE,144.7,11.6,8.04,15.07,298,"
"
18,19,15.07,Jared Goff,QB,LAR,147.2,14.1,7.12,15.07,357,"
"
19,20,16.06,Ryan Tannehill,QB,TEN,156.4,13.9,9.12,15.12,227,"
"
20,21,16.07,Jimmy Garoppolo,QB,SF,157.2,17.0,7.06,16.03,104,"
"
21,22,16.09,Gardner Minshew,QB,JAX,159.2,15.0,7.02,16.03,122,"
"
22,23,16.10,Philip Rivers,QB,IND,159.6,16.0,8.02,16.01,162,"
"
23,24,17.02,Drew Lock,QB,DEN,162.4,15.4,7.12,16.01,86,"
"
