,#,Pick,Name,Pos,Team,Overall,Std.Dev,High,Low,TimesDrafted,
0,1,1.06,Michael Thomas,WR,NO,5.6,1.6,1.01,1.11,811,"
"
1,2,1.10,Davante Adams,WR,GB,10.4,1.9,1.04,2.09,832,"
"
2,3,2.04,Julio Jones,WR,ATL,14.4,2.8,1.06,2.10,856,"
"
3,4,2.06,Tyreek Hill,WR,KC,15.8,3.1,1.05,3.01,944,"
"
4,5,2.09,DeAndre Hopkins,WR,ARI,18.5,3.4,1.06,3.04,931,"
"
5,6,3.02,Chris Godwin,WR,TB,21.5,3.0,1.11,3.09,910,"
"
6,7,3.06,Kenny Golladay,WR,DET,25.8,3.1,2.01,3.11,820,"
"
7,8,3.08,Mike Evans,WR,TB,27.9,3.2,2.03,4.01,782,"
"
8,9,3.10,Adam Thielen,WR,MIN,30.3,3.6,2.04,4.08,824,"
"
9,10,4.02,Allen Robinson,WR,CHI,31.8,3.7,2.06,4.06,652,"
"
10,11,4.03,D.J. Moore,WR,CAR,32.6,3.8,2.08,4.12,712,"
"
11,12,4.06,Odell Beckham Jr,WR,CLE,35.7,4.6,2.06,4.12,855,"
"
12,13,4.07,JuJu Smith-Schuster,WR,PIT,36.9,4.0,2.12,4.12,895,"
"
13,14,4.08,Amari Cooper,WR,DAL,38.1,4.4,2.08,4.12,780,"
"
14,15,4.10,Cooper Kupp,WR,LAR,40.3,4.3,2.09,5.03,805,"
"
15,16,5.01,Calvin Ridley,WR,ATL,40.9,4.2,3.03,5.07,906,"
"
16,17,5.02,Robert Woods,WR,LAR,42.4,3.6,3.07,5.06,795,"
"
17,18,5.04,A.J. Brown,WR,TEN,44.4,4.0,3.01,5.09,588,"
"
18,19,5.05,D.K. Metcalf,WR,SEA,45.3,4.4,3.02,5.11,612,"
"
19,20,5.07,D.J. Chark,WR,JAX,47.5,4.7,3.08,6.03,754,"
"
20,21,5.10,Tyler Lockett,WR,SEA,49.9,4.3,3.02,6.07,701,"
"
21,22,6.01,Terry McLaurin,WR,WAS,50.8,3.9,2.11,6.07,667,"
"
22,23,6.04,Keenan Allen,WR,LAC,53.5,4.7,3.09,6.12,845,"
"
23,24,6.08,T.Y. Hilton,WR,IND,57.5,5.0,4.07,7.06,685,"
"
24,25,6.08,Courtland Sutton,WR,DEN,58.1,5.5,3.02,6.12,825,"
"
25,26,6.10,Marquise Brown,WR,BAL,60.0,5.5,3.06,7.05,684,"
"
26,27,7.05,Stefon Diggs,WR,BUF,65.0,5.8,3.06,7.10,885,"
"
27,28,7.07,DeVante Parker,WR,MIA,66.7,5.8,2.08,8.02,754,"
"
28,29,7.10,A.J. Green,WR,CIN,69.8,6.4,4.12,9.01,791,"
"
29,30,8.01,Will Fuller,WR,HOU,70.5,6.1,5.01,8.11,854,"
"
30,31,8.02,Michael Gallup,WR,DAL,72.2,6.7,5.01,8.12,833,"
"
31,32,8.07,Julian Edelman,WR,NE,77.2,6.7,4.10,9.01,709,"
"
32,33,8.08,Tyler Boyd,WR,CIN,78.5,7.0,5.01,8.12,873,"
"
33,34,9.01,Brandin Cooks,WR,HOU,81.5,7.1,5.08,9.03,751,"
"
34,35,9.05,Jarvis Landry,WR,CLE,85.5,7.6,5.02,9.08,733,"
"
35,36,9.09,Deebo Samuel,WR,SF,89.1,8.3,1.02,10.02,608,"
"
36,37,9.09,Diontae Johnson,WR,PIT,89.4,7.2,6.06,9.10,503,"
"
37,38,10.03,CeeDee Lamb,WR,DAL,93.2,8.0,4.05,10.04,611,"
"
38,39,10.05,Marvin Jones,WR,DET,95.1,7.7,6.04,10.04,665,"
"
39,40,10.10,Emmanuel Sanders,WR,NO,100.0,7.8,6.08,10.11,549,"
"
40,41,11.03,Jamison Crowder,WR,NYJ,102.6,7.2,7.01,10.11,596,"
"
41,42,11.05,Henry Ruggs III,WR,LV,104.5,7.6,4.10,11.10,463,"
"
42,43,11.06,Mecole Hardman,WR,KC,106.1,9.1,7.03,11.02,330,"
"
43,44,11.10,Jalen Reagor,WR,PHI,109.5,6.4,8.03,11.12,303,"
"
44,45,12.02,Jerry Jeudy,WR,DEN,112.3,7.7,7.10,11.08,444,"
"
45,46,12.03,Darius Slayton,WR,NYG,113.2,7.5,7.03,11.08,334,"
"
46,47,12.07,Christian Kirk,WR,ARI,116.9,7.6,8.03,11.12,446,"
"
47,48,12.09,Sterling Shepard,WR,NYG,118.9,9.2,6.01,13.04,512,"
"
48,49,13.02,Justin Jefferson,WR,MIN,121.5,10.3,6.03,12.06,297,"
"
49,50,13.07,Anthony Miller,WR,CHI,126.9,8.4,8.05,13.01,357,"
"
50,51,13.07,DeSean Jackson,WR,PHI,127.1,9.3,9.01,13.06,339,"
"
51,52,14.01,Preston Williams,WR,MIA,130.9,9.1,8.05,13.01,233,"
"
52,53,14.01,Allen Lazard,WR,GB,131.0,8.7,8.07,13.04,296,"
"
53,54,14.06,Brandon Aiyuk,WR,SF,135.9,9.4,8.09,14.09,190,"
"
54,55,14.10,Sammy Watkins,WR,KC,140.5,11.6,6.12,14.10,229,"
"
55,56,15.05,Golden Tate,WR,NYG,145.3,14.2,8.11,15.07,228,"
"
56,57,15.09,John Brown,WR,BUF,149.1,14.0,8.02,15.08,275,"
"
57,58,16.02,Michael Pittman Jr.,WR,IND,151.7,12.7,10.05,15.08,203,"
"
58,59,16.03,Breshad Perriman,WR,NYJ,153.0,13.9,7.06,15.10,182,"
"
59,60,16.08,Parris Campbell,WR,IND,158.4,15.6,8.11,16.07,146,"
"
60,61,16.09,N'Keal Harry,WR,NE,159.0,14.1,9.02,16.05,207,"
"
61,62,17.02,Mike Williams,WR,LAC,161.9,14.9,11.03,15.12,79,"
"
62,63,17.03,Larry Fitzgerald,WR,ARI,162.8,15.1,9.03,16.02,248,"
"
63,64,17.04,Curtis Samuel,WR,CAR,163.9,11.5,12.04,15.12,67,"
"
64,65,17.04,Robby Anderson,WR,CAR,163.9,17.8,4.07,16.09,117,"
"
65,66,17.04,Bryan Edwards,WR,LV,164.2,14.0,11.02,16.01,63,"
"
